lat,long,freq
47.601497,+AC0-65.070499,1
46.7729322,+AC0-92.1251218,1
46.7729322,+AC0-92.1251218,5
40.4234058,+AC0-78.433903,1
32.6518004,+AC0-96.9083366,1
43.264206,+AC0-79.95369,4
56.4605938,+AC0-2.97019,1
42.0989145,+AC0-88.2714689,1
28.0197404,+AC0-82.7717684,6
40.5892696,+AC0-74.4718201,1
36.82811055,+AC0-82.46751738,1
42.479502,+AC0-79.333932,2
35.3714575,+AC0-85.3905209,2
39.538864,+AC0-84.233823,1
41.208209,+AC0-122.271953,1
40.3814581,+AC0-79.8597708,1
37.9830785,+AC0-89.2229006192,2
37.2395367,+AC0-107.8215817917,1
33.9958945,+AC0-96.3814259,2
35.9495238,+AC0-93.9804761,1
35.996653,+AC0-78.9018053,14
43.134564,+AC0-70.927048,1
51.2254018,6.7763137,1
35.2706529,+AC0-96.0308348,1
41.7194303,+AC0-73.7516205,1
41.0944767,+AC0-88.4250597,1
36.0346393,+AC0-89.3857496,1
40.5967337,+AC0-78.5169624,1
29.5895382,+AC0-96.331239,1
28.7099337,+AC0-100.4938137,1
41.197275,+AC0-83.5552076,2
35.2675733,+AC0-96.8033538,1
41.5894754,+AC0-88.9220266,1
34.8269276,+AC0-82.5817053,1
38.8803256,+AC0-90.1112184,1
36.216528,+AC0-80.512558,2
0.1353270267,117.4700780124,1
42.3750973,+AC0-71.0392173,1
42.0334341,+AC0-70.9592096,1
42.2029297,+AC0-72.0419627,1
40.7872811,+AC0-81.2826095,1
41.8755616,+AC0-87.6244212,7
41.5325528,+AC0-81.115654,1
41.5331066,+AC0-81.5790137,1
42.072319,+AC0-71.7134017,1
37.0584556,+AC0-85.552442,1
39.4858712,+AC0-87.2955738,1
41.4529215,+AC0-72.4613902,1
41.7823216,+AC0-72.6120346,1
41.2762081,+AC0-72.8684337,1
47.8047619,+AC0-103.2114324,1
40.9689739,+AC0-76.8716318,1
40.6186756,+AC0-80.5772928,4
42.0602543,+AC0-72.4989821,1
34.0239015,+AC0-118.1720157,2
40.86575405,+AC0-75.7401427572,1
39.9811853,+AC0-79.9933859,1
40.767323,+AC0-74.2048677,4
40.8339509,+AC0-80.5403469,1
33.6795531,+AC0-84.4393724,1
41.0017643,+AC0-73.6656834,1
36.7797776,+AC0-89.3856298,1
41.8137116,+AC0-71.3700545,3
40.0176119,+AC0-74.9948922,1
38.6244952,+AC0-90.1509429,17
32.5368152,+AC0-85.8987271,1
41.9156316,+AC0-72.6130726,1
43.7570209,+AC0-79.3526399,2
42.2689274,+AC0-72.6688036,1
32.2978594,+AC0-98.8630896,1
38.7744952,+AC0-76.0763065,2
40.6916081,+AC0-75.2099866,8
40.2962222,+AC0-74.0509725,1
44.811349,+AC0-91.4984941,4
39.677324,+AC0-76.9188681,1
40.4852783,+AC0-78.7248434,1
40.9934181,+AC0-75.8624195,1
39.8601125,+AC0-75.3443562,1
40.1034436,+AC0-75.163231,1
40.8270448,+AC0-73.975694,1
39.0186719,+AC0-84.581888,1
32.6981846,+AC0-95.8852438,1
44.8897027,+AC0-93.3501222,3
26.3013982,+AC0-98.1624501,1
40.5382375,+AC0-74.3945173451,3
35.6571367,+AC0-97.4649038,1
47.8105738,+AC0-122.3774952,1
53.4263104,+AC0-113.5186903,4
47.364409,+AC0-68.328094,1
41.556367,+AC0-84.7690441,1
38.8114364,+AC0-89.953157,3
39.0520902,+AC0-88.6029006,4
39.5287282,+AC0-74.6479364,2
40.6800962,+AC0-75.5299066,1
38.3450382,+AC0-90.6916946,1
51.4392648,5.478633,1
37.9292349,+AC0-86.1794145,1
32.7947731,+AC0-116.9625269,7
29.1966405,+AC0-96.2696867,1
32.792,+AC0-115.5630514,1
18.70951235,+AC0-71.5122573983,1
33.20763,+AC0-92.6662674,2
37.81724,+AC0-96.8622524,3
18.02653375,+AC0-94.3632309377,1
19.2929847,+AC0-69.430924,1
10.9595201,+AC0-71.7342854,1
34.0751571,+AC0-118.036849,3
31.7754152,+AC0-106.464634,13
35.532198,+AC0-97.9550578,2
25.6864135,+AC0-108.3918367,1
29.0493811,+AC0-106.2526208,1
18.7639305,+AC0-69.0372923,10
8.8856183,+AC0-64.2486608,7
9.7884491,+AC0-69.7941401,1
8.6115829,+AC0-71.6596414,1
41.03055,+AC0-78.895122,1
43.077378,+AC0-78.187021,1
34.1112226,+AC0-82.8670839,1
38.3494456,+AC0-92.5805241,1
41.9578425,+AC0-78.3852953,1
34.0320855,+AC0-98.9163686,1
42.03726,+AC0-88.2810994,9
30.3495084,+AC0-97.371118,1
18.87521425,+AC0-71.6967827657,2
40.6639916,+AC0-74.2107006,14
40.2692367,+AC0-79.8897706,2
37.693952,+AC0-85.8591285,2
35.4119944,+AC0-99.4042592,1
38.4087993,+AC0-121.3716178,3
44.895558,+AC0-85.416461,1
42.8538346,+AC0-91.405381,1
40.0207284,+AC0-89.4822462,2
30.814789,+AC0-95.093697,2
41.2860699,+AC0-96.2346121,1
42.6727927,+AC0-88.5445447,1
36.2440516,+AC0-80.8507344,1
36.0014682,+AC0-94.0082547,1
38.925927,+AC0-79.8466552,1
41.1958128,+AC0-115.3272864,1
39.19386315,+AC0-76.7420750504,1
39.6065073,+AC0-75.8330934,2
39.6065073,+AC0-75.8330934,1
46.9970635,+AC0-120.5451223,1
38.3555675,+AC0-98.5809106,1
40.442737,+AC0-80.0398464,1
31.6047734,+AC0-89.195641,2
44.14708435,+AC0-103.0866841964,1
38.391276,+AC0-86.805064,1
44.5434831,+AC0-68.4201819,2
40.8617303,+AC0-80.2864515,2
35.8065455,+AC0-77.863315,2
40.0418232,+AC0-80.6577752,1
39.594247,+AC0-75.1681997,1
37.7518732,+AC0-122.1719108,1
41.8994745,+AC0-87.9403418,5
40.7365804,+AC0-73.8783932,1
42.0897965,+AC0-76.8077338,13
39.1872809,+AC0-84.4879985,1
40.7778151,+AC0-89.9665017,2
43.681121,+AC0-80.429581,1
32.7551703,+AC0-111.5534932,1
39.1667151,+AC0-90.7809598,1
43.088639,+AC0-84.386926,1
39.7380793,+AC0-75.5959197,1
37.8367178,+AC0-90.5329028,1
40.590386,+AC0-99.861212,1
41.3673191,+AC0-82.1073583,3
45.0830194,+AC0-92.2582436,1
33.0976347,+AC0-93.1929441,1
41.1806616,+AC0-79.7096141,2
40.5395421,+AC0-75.4968502,1
33.7200797,+AC0-93.4663344379,1
39.7045417,+AC0-77.3269307,1
28.0030908,+AC0-110.6615880695,1
33.8084373,+AC0-87.0105552,1
38.4040054,+AC0-96.181623,1
38.4040054,+AC0-96.181623,1
40.5100684,+AC0-80.0945006,1
33.0369867,+AC0-117.2919818,2
34.1591324,+AC0-118.5016166,3
42.098408,+AC0-76.0493684,1
38.0994913,+AC0-88.3375447,1
43.6407024,+AC0-72.1439629,2
40.8853773,+AC0-73.9523597,1
39.6482059,+AC0-104.9879641,1
40.8928771,+AC0-73.9726381,4
36.3967623,+AC0-97.8791341,1
32.3293111,+AC0-96.6252679,2
40.2853013,+AC0-76.935846338,2
34.6565154,+AC0-81.9650977,1
44.9064974,+AC0-72.8054069,1
33.5095505,+AC0-86.8861029,1
31.3151708,+AC0-85.8552161,1
39.6969983,+AC0-84.5005045,1
35.2298196,+AC0-95.3799746,1
47.2047793,+AC0-121.9916371,1
43.0394461,+AC0-71.0730253,1
32.6040264,+AC0-91.4778953,1
32.1954856,+AC0-98.2213499,1
41.3506462,+AC0-82.640448,1
42.1294712,+AC0-80.0852695,12
45.7455707,+AC0-87.0647434,2
33.1216751,+AC0-117.0814849,7
19.6277687,+AC0-70.959656132,4
40.8336066,+AC0-95.3083218,1
44.5230418,+AC0-73.0622703228,1
39.201449,+AC0-91.838271,1
37.8503292,+AC0-90.4987356,2
32.754891,+AC0-81.2420467,1
41.456807,+AC0-122.894755,1
39.957562,+AC0-82.6819548,1
40.5035986,+AC0-79.9484404,3
35.3236458,+AC0-84.5248279,1
41.5931049,+AC0-81.5267873,4
35.2873206,+AC0-95.5824846,1
44.0505054,+AC0-123.0950506,4
30.4943669,+AC0-92.4176324,1
36.4000796,+AC0-93.7392419,1
40.8020712,+AC0-124.1636729,4
40.7213015,+AC0-89.2726708,1
40.8020712,+AC0-124.1636729,1
28.85181715,+AC0-81.7108553382,2
40.7692321,+AC0-80.062838,1
42.0447388,+AC0-87.6930459,15
38.0903289,+AC0-89.9384406,1
41.947236,+AC0-73.841185,24
42.7803486,+AC0-89.2992249,2
43.900575,+AC0-85.258097,2
34.4951139,+AC0-85.1143741,1
42.40843,+AC0-71.0536625,5
40.0114711,+AC0-78.3733484,2
47.9673056,+AC0-122.2013998,5
41.720136,+AC0-87.7013258,6
42.2167742,+AC0-87.8671919402,1
34.4082231,+AC0-78.9016925,3
43.1599712,+AC0-95.3275015,1
38.4272984,+AC0-83.8632557,1
39.3417244,+AC0-94.2223507,1
36.2960613,+AC0-119.1420517,3
50.7255794,+AC0-3.5269497,1
40.644174,+AC0-97.450327,1
42.981477,+AC0-70.9478343,3
40.4181235,+AC0-79.625599,2
41.4956364,+AC0-75.5743534,1
37.8318084,+AC0-78.7375186,1
41.5631327,+AC0-75.7826932,2
33.5670562,+AC0-84.5810418,1
40.137225,+AC0-97.180591,1
41.9194471,+AC0-91.7810132,1
38.8462236,+AC0-77.3063733,7
33.4859402,+AC0-86.9119366,2
38.2493581,+AC0-122.039966,7
33.6870068,+AC0-117.6708394,1
44.588511,+AC0-69.599075,2
39.3458953,+AC0-84.5605031,1
35.8473072,+AC0-94.6124439,1
41.6376043,+AC0-70.9036487,1
30.507956,+AC0-87.8974292243,1
38.65570485,+AC0-90.1016771395,1
40.120348,+AC0-80.932871,1
41.159194,+AC0-75.880728,1
40.0576555,+AC0-81.2349381021,1
34.2553741,+AC0-86.6880519,1
35.11647,+AC0-78.1366565884,1
18.324515,+AC0-65.653167,7
9.9032446,+AC0-68.3218072,1
37.6078166,+AC0-96.0280426,1
41.7010642,+AC0-71.1546367,22
33.3764196,+AC0-117.2511466,2
28.9824418,+AC0-98.0170297,2
28.9824418,+AC0-98.0170297,1
40.16495635,+AC0-74.7765066247,1
38.6767366,+AC0-84.3304592,1
43.729525,+AC0-70.241993,1
19.10297575,+AC0-70.3029126606,1
40.6053825,+AC0-73.7551326,1
46.877229,+AC0-96.789821,4
43.6647961,+AC0-93.9510501,2
36.2977283,+AC0-119.2067767,1
39.4433854,+AC0-89.6517619,1
39.6795,+AC0-84.4291132,1
33.1632162,+AC0-96.3603548,3
32.7734728,+AC0-92.4056986,1
40.7356738,+AC0-73.4417524,1
44.6402434,+AC0-93.1435497,1
36.7291152,+AC0-108.2054451,3
36.0156918,+AC0-80.532281,1
43.39008,+AC0-71.06575,1
36.7291152,+AC0-108.2054451,1
37.3024713,+AC0-78.3923813,2
42.594503,+AC0-79.09115,1
42.2760896,+AC0-94.403859,1
39.5999959,+AC0-94.7974622,1
40.1003509,+AC0-79.840601,2
39.1458654,+AC0-92.6837943,1
36.0625843,+AC0-94.1574328,4
36.0625843,+AC0-94.1574328,1
38.8811215,+AC0-93.756329,1
35.0525759,+AC0-78.878292,7
43.0297887,+AC0-76.0043643,1
39.1867298,+AC0-83.9321521,1
35.1520267,+AC0-86.5705509,2
47.313494,+AC0-122.3393103,2
40.576241,+AC0-124.263944,1
42.4605917,+AC0-83.1346478,1
43.33585685,+AC0-84.9050805684,1
39.5803377,+AC0-84.1043797,1
47.5360723,+AC0-96.2802293,1
38.2207112,+AC0-90.3959504,1
39.115323,+AC0-89.2789678,1
41.0413873,+AC0-83.6503982,2
40.2522922,+AC0-80.0028294,1
35.1592558,+AC0-89.6636923,1
42.5903661,+AC0-71.8119837,8
35.1816047,+AC0-111.616595332,2
42.0964314,+AC0-83.2918744,1
41.2358873,+AC0-82.8601876,1
38.5225805,+AC0-82.7171081,1
40.4539828,+AC0-75.8179764,1
42.1553663,+AC0-74.5323753,1
37.3681084,+AC0-94.7830169,1
38.4222995,+AC0-83.7338076,1
40.5130953,+AC0-74.8591333,5
39.2666341,+AC0-80.1319715,1
38.8550506,+AC0-90.8612442,1
33.3909712,+AC0-111.6390494,1
43.0161693,+AC0-83.6900211,10
40.7246999,+AC0-73.7048024,1
31.00518,+AC0-86.3280018,2
34.79981,+AC0-87.677251,4
33.0314508,+AC0-111.3873431,1
34.79981,+AC0-87.677251,1
34.79981,+AC0-87.677251,1
34.1984435,+AC0-79.7671658,7
21.5268861,+AC0-78.2258106,1
26.505033,+AC0-81.9397158,1
40.1134949,+AC0-76.5256964,1
38.7919683,+AC0-90.3227803,1
33.253734,+AC0-83.8985171,1
32.3092741,+AC0-90.1389076,1
35.1948069,+AC0-91.9676445,1
34.0266015,+AC0-101.2765537,1
40.7654301,+AC0-73.8174291,7
30.4065868,+AC0-87.6835974,1
40.3275693,+AC0-80.5959065,1
38.6779591,+AC0-121.1760583,3
30.6301889,+AC0-90.1873048,1
22.1036493,+AC0-79.7193949,1
43.7748763,+AC0-88.4458033,3
34.0922335,+AC0-117.435048,14
39.57615,+AC0-87.2436276,1
50.445,+AC0-86.047,1
36.5528462,+AC0-84.9916144,1
43.2624559,+AC0-93.6371591,1
35.3340108,+AC0-81.8651028,1
41.6514722,+AC0-75.4665719,1
45.5197452,+AC0-123.1114405,1
31.8623735,+AC0-86.8427575,1
41.8794758,+AC0-87.81367,1
40.6922107,+AC0-76.2892104799,1
32.747893,+AC0-96.4719289,1
35.0081474,+AC0-90.7898342,3
38.72821225,+AC0-77.150982913,3
32.3523691,+AC0-84.9688191,3
39.4534731,+AC0-123.8149114158,2
35.1422775,+AC0-78.9987278869,2
39.0786242,+AC0-84.4483432,2
35.153493,+AC0-94.670941,1
40.5508527,+AC0-105.0668085,4
40.0301105,+AC0-74.6201691,1
42.4974694,+AC0-94.1680158,6
43.267206,+AC0-73.584709,1
31.6090569,+AC0-85.0471505,2
35.8037889,+AC0-95.2579643483,3
31.20143875,+AC0-97.7717578135,1
37.89765515,+AC0-85.9038521237,3
26.1223084,+AC0-80.1433786,23
40.8509333,+AC0-73.9701382,1
47.1086912,+AC0-122.5549795,2
40.3514368,+AC0-84.3738386,1
38.07834645,+AC0-103.1362866045,1
27.7522526,+AC0-81.8017491,1
37.00429425,+AC0-76.3069024485,1
26.640628,+AC0-81.8723084,6
27.4467056,+AC0-80.3256056,4
31.05206675,+AC0-93.1712187903,2
39.17147525,+AC0-96.7798333976,3
31.45140705,+AC0-85.7839346828,2
37.8399791,+AC0-94.7082882,2
34.6809319,+AC0-98.5708846798,2
35.3872218,+AC0-94.4248983,10
31.8694349,+AC0-81.6077657,1
30.891901,+AC0-102.8836625,1
31.040938,+AC0-94.719681,1
39.0786242,+AC0-84.4483432,4
34.0187815,+AC0-95.2663417,1
30.4057552,+AC0-86.618842,3
29.533867,+AC0-98.323092,19
48.3805517,+AC0-89.248153025,1
32.753177,+AC0-97.3327459,32
41.5775876,+AC0-75.2935105,1
31.1168438,+AC0-87.2263635,1
40.932789,+AC0-92.7574166,1
43.2421877,+AC0-95.1555519,1
41.156998,+AC0-83.4168702,2
44.1319078,+AC0-91.7187628,1
33.7038145,+AC0-117.9627349,6
38.682219,+AC0-104.7008056,1
38.7782207,+AC0-90.8693977,1
42.6605894,+AC0-84.0730142,1
40.7839774,+AC0-76.2302211,1
42.3095704,+AC0-71.4413097,10
59.926409,30.3422069,1
41.4958665,+AC0-87.8486613,1
38.2009055,+AC0-84.8732836,5
50.1106444,8.6820917,4
38.60683,+AC0-82.8472029192,1
40.7005365,+AC0-73.6762699058,1
38.5720008,+AC0-95.3184483,1
33.16011905,+AC0-95.21652077,2
35.1823171,+AC0-83.3815429,1
33.16011905,+AC0-95.21652077,1
41.1220409,+AC0-74.5804378,1
34.440962,+AC0-87.8339064,2
35.925206,+AC0-86.8689419,2
33.16011905,+AC0-95.21652077,3
36.1018163,+AC0-78.4580543,1
42.539202,+AC0-82.9493652,1
40.0323293,+AC0-75.5560376,1
39.4142186,+AC0-77.4109269,10
40.44180595,+AC0-76.4395693426,1
30.2752011,+AC0-98.8719843,3
38.3031837,+AC0-77.4605399,7
37.5597754,+AC0-90.294007,1
40.0025737,+AC0-79.9981076,1
45.966425,+AC0-66.645813,2
17.734211,+AC0-64.734694,4
40.152008,+AC0-82.519883,1
38.4275499,+AC0-89.913714,1
40.7631404,+AC0-76.9394217,2
40.2601096,+AC0-74.2737573,3
42.2966861,+AC0-89.6212271,4
40.6576022,+AC0-73.5831835,3
40.6739543,+AC0-79.6847703,2
28.9541368,+AC0-95.3596617,5
27.8781306,+AC0-98.6142095,1
31.6924428,+AC0-96.1629601,1
47.9960901,7.8494005,1
37.5482697,+AC0-121.988571,2
35.5454378,+AC0-77.9747087,1
37.5482697,+AC0-121.988571,2
41.3473413,+AC0-83.1134972,5
42.067833,+AC0-79.703661,1
38.5502547,+AC0-86.6199659,1
36.7394421,+AC0-119.7848307,37
42.2064566,+AC0-78.1375099,1
38.6986579,+AC0-83.0941316,1
32.2518252,+AC0-93.6899007,1
38.9178538,+AC0-78.1917718,2
37.4556049,+AC0-94.689127,2
44.147123,+AC0-76.471458,1
39.6581425,+AC0-78.928357,2
33.8708215,+AC0-117.9294165,24
31.7884881,+AC0-87.7272221,1
38.8467082,+AC0-91.9479586,2
43.322846,+AC0-76.417159,2
18.2618788,+AC0-71.1634071993,1
35.5853382,+AC0-78.7626939,1
34.010929,+AC0-85.9989596,4
43.65724,+AC0-83.24495,1
29.6519684,+AC0-82.3249846,9
29.6519684,+AC0-82.3249846,4
33.6259414,+AC0-97.1333453,1
37.0758952,+AC0-94.6396714,2
39.3406983,+AC0-75.8786196,1
40.9479779,+AC0-90.3705842,3
38.564542,+AC0-75.7146061512,1
44.0816282,+AC0-91.3490376,1
40.1975711,+AC0-79.8889368,1
38.809803,+AC0-82.2023691,6
41.4247801,+AC0-79.817277,1
35.5283506,+AC0-108.743907,1
38.3817557,+AC0-97.5373632,1
29.299328,+AC0-94.7945882,14
53.1439907,+AC0-9.4694862146,1
39.067054,+AC0-76.6652449,1
40.100569,+AC0-123.796139,1
37.9716898,+AC0-100.8726618,1
37.9716898,+AC0-100.8726618,1
33.7746292,+AC0-117.9463717,6
38.8109254,+AC0-94.9272958,1
40.8814882,+AC0-74.113198,1
37.8018067,+AC0-111.5853156,1
32.912624,+AC0-96.6388833,1
41.7410387,+AC0-112.1616194,1
43.232502,+AC0-75.07288,1
35.7112642,+AC0-78.6141709,1
37.6360342,+AC0-84.5408428,1
41.8537,+AC0-72.893708,1
44.4529684,+AC0-83.8048053,12
37.3637253,+AC0-81.5501063,1
35.9397854,+AC0-85.9955443,1
35.2849659,+AC0-81.179014,1
35.2622158,+AC0-81.1838794,9
36.5770048,+AC0-91.0898508,1
45.42836,+AC0-75.71062,1
35.153493,+AC0-94.670941,2
30.7857085,+AC0-96.7217503,2
42.8880666,+AC0-97.1723151,1
54.36143405,18.6282184756,1
+AC0-38.1492813,144.3598269,1
41.4525214,+AC0-90.1548426,2
41.8875281,+AC0-88.3053525,1
44.40726,8.9338624,1
40.2044898,+AC0-94.4159527,1
43.3438624,+AC0-96.0022431,1
30.6665525,+AC0-97.6779637977,2
29.391446,+AC0-81.6388162,1
38.2097967,+AC0-84.5588311,1
30.6665525,+AC0-97.6779637977,1
38.8645138,+AC0-83.9040944,2
35.62175945,+AC0-97.4687742876,1
30.6665525,+AC0-97.6779637977,1
38.5536601,+AC0-89.5384209,1
38.655627,+AC0-83.9641746903,1
39.1759524,+AC0-77.2602970167,1
35.0867577,+AC0-89.8100858,2
42.193392,+AC0-79.248658,1
39.8308973,+AC0-77.231012,1
32.5440413,+AC0-93.0529398,1
40.4653118,+AC0-88.3758875,1
39.9745815,+AC0-87.63076,1
36.09791955,+AC0-79.5458333649,1
30.1830498,+AC0-96.9366112,1
41.8581186,+AC0-78.5964139,1
33.3527632,+AC0-111.7890373,2
40.9156127,+AC0-75.4398363,1
39.1297692,+AC0-89.8195407,1
41.9511852,+AC0-76.7944002,1
44.290635,+AC0-105.501876,1
40.7667015,+AC0-87.992262,1
40.2909018,+AC0-81.4403921,1
34.9726784,+AC0-82.2857411188,1
37.0065078,+AC0-121.5631723,1
41.153947,+AC0-80.701466,2
40.7914769,+AC0-76.2835569,1
37.7178948,+AC0-81.063706,1
43.9747774,+AC0-84.3873235,1
39.356669,+AC0-97.841152,1
55.8609825,+AC0-4.2488787,4
36.995906,+AC0-85.9124842,2
37.316934,+AC0-90.0278123639,1
40.8208976,+AC0-78.8269753,1
38.7483814,+AC0-89.983158,1
40.862755,+AC0-73.6336094,5
39.9464705,+AC0-80.7557587134,1
39.8334111,+AC0-80.6481377,1
41.8775293,+AC0-88.0670118,1
41.1836025,+AC0-76.071543411,3
40.805378,+AC0-74.2037566,3
39.7931577,+AC0-76.7302495,1
32.2345872,+AC0-97.7553061,2
39.1125718,+AC0-82.5796065,1
33.5386858,+AC0-112.1859941,3
34.1469416,+AC0-118.2478471,26
47.10529,+AC0-104.71246,1
54.251111,+AC0-111.151389,1
34.1361187,+AC0-117.865339,4
39.5912766,+AC0-122.3778662,1
35.8729142,+AC0-79.9147587,1
43.309941,+AC0-73.644447,5
40.1023326,+AC0-75.1521195,1
41.5424867,+AC0-87.6022765,1
42.0569297,+AC0-94.72887,1
33.3959623,+AC0-110.7871344,1
42.6159286,+AC0-70.6619888,5
39.7267303,+AC0-75.1535378,3
37.6597363,+AC0-97.5753256,2
46.0580748,+AC0-84.0922377,1
44.9861176,+AC0-93.3784618,1
39.755543,+AC0-105.221099,2
35.3848841,+AC0-77.9927651,8
34.4358295,+AC0-119.8276389,3
28.6467776,+AC0-97.4379552,1
25.5732473,+AC0-103.494779,1
36.3308676,127.0961924,1
29.4436555,+AC0-97.5108636,1
43.508694,+AC0-70.5817207,1
32.9961038,+AC0-80.0387292,2
29.8055899,+AC0-95.0076303,1
33.3201178,+AC0-87.9027962,1
37.5886301,+AC0-96.9905918,1
32.5484637,+AC0-98.3692161,1
36.1729031,+AC0-85.9299966,1
38.1373578,+AC0-78.187781,1
45.916788,+AC0-82.464087,1
37.718384,+AC0-89.4859292,1
42.80831095,+AC0-77.1995884802,1
39.7070484,+AC0-76.5880237,1
+AC0-33.4250175,151.3417318,1
41.4020382,+AC0-74.3243191,2
39.2318998,+AC0-84.1601458,1
39.9530088,+AC0-111.9007716,1
41.2445293,+AC0-75.4560183,1
39.363996,+AC0-76.60969,1
45.5695863,+AC0-96.433299,2
43.2377381,+AC0-94.7513713,1
43.3299641,+AC0-93.0693679,3
41.2725522,+AC0-82.0545892,1
43.3299641,+AC0-93.0693679,1
39.3409249,+AC0-80.0189659,1
36.0690258,+AC0-79.4005756,3
32.5276503,+AC0-92.7140403,1
34.2661558,+AC0-118.5174342,2
11.9347295,+AC0-85.9587686,1
53.779362,+AC0-7.4910079,1
32.4407788,+AC0-97.7926088,1
42.9275277,+AC0-83.6299518,1
32.0840517,+AC0-93.8101839,1
47.9078244,+AC0-97.0592028,3
43.0630734,+AC0-86.2283864,2
40.924271,+AC0-98.338685,2
39.063956,+AC0-108.5507317,2
42.9632405,+AC0-85.6678639,22
41.236138,+AC0-88.8312426,2
32.6734636,+AC0-95.7094069,1
32.2666506,+AC0-97.1785429,1
30.7176929,+AC0-97.4427801,1
45.926552,+AC0-116.1223265,1
38.7014389,+AC0-90.1487199,4
35.6123617,+AC0-80.4467263,1
39.3423327,+AC0-76.8539436,1
34.9619214,+AC0-99.381513,2
37.6503273,+AC0-90.6798463,1
33.5637483,+AC0-81.8078887,1
38.8300469,+AC0-89.6656453,1
35.297108,+AC0-78.163605,1
38.8603437,+AC0-84.3977162,1
42.4393707,+AC0-123.3272489,4
39.0833331,+AC0-95.5613668,1
41.2611471,+AC0-89.2275863,1
40.0681192,+AC0-82.5196037,1
36.2705118,+AC0-85.7957972,1
39.2190607,+AC0-121.06292,2
42.5803263,+AC0-90.0235545,1
40.6117522,+AC0-76.7185777,1
36.4220207,+AC0-94.4535484,1
43.886016,+AC0-70.331726,1
42.2103722,+AC0-73.3389121,1
47.5048851,+AC0-111.29189,2
34.5751447,+AC0-80.9020237,1
42.3093241,+AC0-87.8496551,2
40.4233142,+AC0-104.7091322,3
44.5126379,+AC0-88.0125794,5
38.552306,+AC0-82.2837598,1
29.9919085,+AC0-81.6781467,1
40.3367674,+AC0-75.4690674,1
42.4925336,+AC0-83.6979962,1
40.7392674,+AC0-74.453487,1
37.9485356,+AC0-122.5247031,5
35.2339712,+AC0-92.387655,2
36.4275477,+AC0-86.8047199,1
35.19446,+AC0-79.432932,1
39.790371,+AC0-77.7277714,3
32.8620514,+AC0-87.9915392,1
39.8513322,+AC0-80.2466384,1
37.2671929,+AC0-93.3465486,1
36.1631575,+AC0-82.8309861,2
+AC0-43.3051207,172.6056609,1
38.254492,+AC0-77.4169372978,2
42.6097476,+AC0-72.5979752,3
37.4153244,+AC0-93.8410449,1
39.3520084,+AC0-83.3826928,1
29.6249,+AC0-98.685018,1
39.8924509,+AC0-85.0419177,1
36.0726355,+AC0-79.7919754,13
32.7045753,+AC0-87.5958396,2
39.3372722,+AC0-85.483581,1
37.2608936,+AC0-85.4988548,1
30.8307379,+AC0-90.6717642,2
40.9317235,+AC0-81.4648375,1
40.3014581,+AC0-79.5389289,2
38.5108112,+AC0-82.9180186,1
39.2478159,+AC0-88.1633719,1
31.8295972,+AC0-86.6177517,1
34.008652,+AC0-97.12361,1
37.2011539,+AC0-87.1788854,1
34.851354,+AC0-82.3984882,2
33.4000633,+AC0-91.0551312,5
35.613224,+AC0-77.3724593,4
40.1023909,+AC0-84.6332986,3
31.8295972,+AC0-86.6177517,1
34.851354,+AC0-82.3984882,15
33.1384488,+AC0-96.1108066,4
40.3603463,+AC0-79.4542056,1
41.0264862,+AC0-73.6284598,4
35.2156489,+AC0-94.2557663,1
38.8516751,+AC0-94.3438378,1
33.5162315,+AC0-90.1795281,4
42.13507,+AC0-77.6483236,1
34.1954001,+AC0-82.1617883,4
44.7702406,+AC0-90.5993076,1
33.7690049,+AC0-89.8084192,5
29.9146493,+AC0-90.0539604,1
29.9146493,+AC0-90.0539604,1
44.488924,+AC0-108.0554209,1
39.3637773,+AC0-121.693583,1
33.2467807,+AC0-84.2640904,2
42.3861485,+AC0-82.9118591,1
41.9684309,+AC0-71.8947944,1
41.3267276,+AC0-82.7932342286,1
39.8814519,+AC0-83.0929645,1
41.1579008,+AC0-80.0886631,2
31.3882223,+AC0-87.6547143,1
+AC0-38.2021549,144.3312609,1
28.5602149,+AC0-81.8561226,2
39.8522449,+AC0-82.8868636,1
45.07061075,+AC0-87.8606442645,1
31.0549071,+AC0-95.1257691,1
42.3616501,+AC0-92.7685327,1
10.2276128,+AC0-67.877556,6
20.6720375,+AC0-103.338396,4
23.12554,+AC0-82.3047758,4
22.9411451,+AC0-82.7254248,1
9.0407855,+AC0-69.7412593,2
17.972468,+AC0-66.898661,1
10.2358492,+AC0-64.6010127,1
20.1431797,+AC0-75.2034783,1
20.1431797,+AC0-75.2034783,1
10.466288,+AC0-66.6078417,3
25.5046381,+AC0-108.5399603145,1
10.4684588,+AC0-66.5431115,2
18.010721,+AC0-66.133613,3
8.36988915,+AC0-62.6633347102,1
18.02328,+AC0-66.786909,2
28.0738847,+AC0-111.0185247278,2
18.5669171,+AC0-68.9511089283,3
18.433757,+AC0-66.114752,2
19.68770505,+AC0-71.3089249699,7
43.546557,+AC0-80.249977,6
18.4767396,+AC0-69.9176575,1
36.0918026,+AC0-79.8872571,1
41.2889866,+AC0-72.6817616,1
22.8371132,+AC0-82.0284846,1
10.574341,+AC0-62.299347,2
30.3674198,+AC0-89.0928155,8
34.7017558,+AC0-86.3758201,1
59.3256235,18.388514,1
36.6485623,+AC0-87.1661261,1
35.8789231,+AC0-97.4252772,2
