lat,long,freq
41.7571701,+AC0-88.3147539,7
33.642699,+AC0-117.811243,3
36.9724863,+AC0-93.7211623,1
33.8126059,+AC0-84.6343783,1
43.6680928,+AC0-92.9744896,2
34.6406573,+AC0-90.4492675,1
30.2711286,+AC0-97.7436995,41
37.8883846,+AC0-89.4948169,2
41.868014,+AC0-71.117664,1
38.6067183,+AC0-89.6075894,2
41.3398022,+AC0-75.7363033,1
41.510033,+AC0-82.0185895,2
27.5960827,+AC0-81.5060858,1
42.89815285,+AC0-77.7275751584,3
41.4516512,+AC0-82.0350598,1
39.8242777,+AC0-75.7821485793,1
36.659582,+AC0-79.711978,1
32.8975875,+AC0-97.5437799,1
18.4532594,+AC0-70.7324011,14
34.1338751,+AC0-117.9056046,1
40.6956552,+AC0-73.3256753,1
9.9643675,+AC0-71.1228619,2
39.8628307,+AC0-84.4571714,1
50.1983954,10.0750993,1
49.8431642,7.8657658,1
50.141688,8.071992,1
47.9078673,9.8949405,1
40.1731015,+AC0-90.3687351,1
40.2684039,+AC0-79.3725358,1
42.9055428,+AC0-91.10124,1
34.0349194,+AC0-102.8149372,2
30.9038252,+AC0-84.5754768,2
38.391781,+AC0-75.1735201,1
40.6311778,+AC0-79.8814421,1
18.4321727,+AC0-70.0310060487,16
35.3738712,+AC0-119.0194639,21
34.0854739,+AC0-117.9611761,2
34.3382257,+AC0-84.3765714,1
43.0009087,+AC0-73.8490111,1
43.761363,+AC0-96.740329,2
39.4445243,+AC0-76.6483482,1
39.2908816,+AC0-76.610759,175
33.2971012,+AC0-81.0348202,4
43.2927386,+AC0-94.2180192,2
20.9617436,+AC0-75.7228786,1
41.8756486,+AC0-73.6912393,1
33.974544,+AC0-86.7566634,1
44.8011821,+AC0-68.7778138,3
31.7170958,+AC0-99.1325529,1
18.2777204,+AC0-70.3320746,31
34.0887211,+AC0-89.3847989,1
43.4704014,+AC0-89.7437844,1
18.2101889,+AC0-71.1012325,9
41.012833,+AC0-81.6051221,4
38.4095298,+AC0-82.2945923,1
10.1373006,+AC0-64.6862532,10
18.447092,+AC0-66.544255,2
8.6182737,+AC0-70.2274065,2
53.066669,+AC0-121.516675,1
29.7256335,+AC0-100.0358687,1
35.325647,+AC0-94.3016006,1
37.0517194,+AC0-89.0467346,2
46.652182,+AC0-96.41979,2
38.3783618,+AC0-92.6746337,1
10.0740372,+AC0-69.3215667,27
10.9799669,+AC0-74.8013085,5
44.197467,+AC0-72.502213,2
39.8648357,+AC0-75.0551714,1
39.6942135,+AC0-91.0390246,1
34.8957684,+AC0-117.0172077,1
35.2045329,+AC0-89.8739753,2
40.1072933,+AC0-80.8411992,1
27.8963791,+AC0-81.8431567,3
41.1328321,+AC0-83.2852003,1
34.0497323,+AC0-117.9967323,1
32.7761446,+AC0-91.9082967,3
41.8500284,+AC0-88.3125738,1
42.9980144,+AC0-78.1875515,1
39.0770072,+AC0-84.1768795,1
39.0331048,+AC0-90.6576221,1
35.769799,+AC0-91.6409722,1
34.854524,+AC0-82.232287,2
34.3114982,+AC0-89.9442567,3
37.139208,+AC0-93.271274,1
40.1933784,+AC0-90.1409523,1
42.3370164,+AC0-77.3177577,1
30.4459596,+AC0-91.18738,22
42.3192548,+AC0-85.1824269,4
22.9802415,+AC0-82.549536,1
32.189616,+AC0-96.873872,1
31.7782514,+AC0-82.3484618,1
43.5944677,+AC0-83.8888648,7
40.74279465,+AC0-73.2654609013,1
30.3132453,+AC0-89.3343223,1
35.7422991,+AC0-90.5623305,1
18.326702,+AC0-66.174176,23
46.130603,+AC0-63.848793,1
40.6687141,+AC0-74.1143091,10
40.7684351,+AC0-73.7770774,3
29.7355047,+AC0-94.9774274,3
39.2894325,+AC0-76.5416232,1
39.5630072,+AC0-74.2406089,1
45.9964655,13.0258433,1
42.535563,+AC0-71.222465,1
39.4075789,+AC0-80.9137186,1
40.266429,+AC0-96.747369,2
32.4315813,+AC0-80.6698286,1
47.3355157,+AC0-95.8044794,1
30.0860459,+AC0-94.1018461,15
40.6916624,+AC0-80.3709999,1
37.4019918,+AC0-86.8758256,1
43.4577692,+AC0-88.837329,1
40.7520097,+AC0-80.3192295,6
36.28888195,+AC0-94.0154816958,1
40.9282892,+AC0-75.9150811,1
40.6953896,+AC0-80.3047887,5
45.4871723,+AC0-122.80378,1
40.3734298,+AC0-75.6290752,1
37.7781702,+AC0-81.1881557,1
52.1363806,+AC0-0.4675041,1
42.6057011,+AC0-82.9299287,2
41.39311,+AC0-81.536509,1
40.0186921,+AC0-78.5039069,2
32.844017,+AC0-97.1430671,4
32.844017,+AC0-97.1430671,1
35.4509118,+AC0-92.3946005,1
41.3719629,+AC0-70.7228585,1
41.3405417,+AC0-87.6215144,1
41.9298244,+AC0-96.8118051,1
28.4008319,+AC0-97.7483312,4
33.8887161,+AC0-93.2040588,1
10.1740211,+AC0-68.2578551,1
39.5355063,+AC0-76.3490396,1
42.4131881,+AC0-97.2071933,1
54.62032935,+AC0-5.8698193813,2
44.4261194,+AC0-69.0067359,1
16.8259793,+AC0-88.7600927,1
37.038361,+AC0-121.307835,1
33.9747806,+AC0-118.1866361,3
29.7057858,+AC0-95.4588299,1
40.0161843,+AC0-80.7423054,5
44.670905,+AC0-103.851407,2
40.4667713,+AC0-74.6607144,1
40.3611643,+AC0-83.7596557,1
40.9134862,+AC0-77.7737471,1
36.0256923,+AC0-79.4430761,1
38.5200504,+AC0-89.9839935,20
39.8246673,+AC0-97.6325554,1
40.7937116,+AC0-74.1501438,2
44.163326,+AC0-77.385256,2
42.2587152,+AC0-90.4230824,1
43.463518,+AC0-114.2606,1
39.1067078,+AC0-84.4826482,2
41.1434547,+AC0-95.9124686,2
47.6144219,+AC0-122.192337,9
33.8825705,+AC0-118.1167679,13
40.3400336,+AC0-88.5270053,1
48.7544012,+AC0-122.4788361,3
43.134063,+AC0-72.444534,2
40.6201798,+AC0-82.5112483,1
29.9502253,+AC0-96.2571858,1
35.2438272,+AC0-81.0377322,1
36.14304785,+AC0-95.9925686804,1
41.1533845,+AC0-83.9385529,1
39.458684,+AC0-98.108282,2
42.5083272,+AC0-89.031784,2
34.5228881,+AC0-82.4942948,2
31.0560132,+AC0-97.464453,1
39.0361205,+AC0-76.928554948,1
37.8663951,+AC0-122.4626994,1
42.2579991,+AC0-88.841734,3
33.170596,+AC0-90.475786,1
47.4785418,+AC0-94.8907869,2
33.4767736,+AC0-95.7688511,1
37.3516088,+AC0-119.9576678,1
32.7190197,+AC0-98.0478208,1
34.6173803,+AC0-79.6847814,1
42.8783183,+AC0-73.1971692,1
34.8381338953,+AC0-88.3171291025,1
35.3814368,+AC0-78.5480563,1
42.1167065,+AC0-86.4541894,1
32.308087,+AC0-86.8175307683,1
36.3456186,+AC0-94.2670404,4
37.7889039,+AC0-97.1086498,1
36.8572781,+AC0-88.350315,1
32.8265223,+AC0-90.259533,1
41.3661614,+AC0-81.8543026,2
40.5195084,+AC0-80.8839755,2
39.6267975,+AC0-78.2279514,1
37.8753497,+AC0-122.2396336492,26
52.5170365,13.3888599,5
37.9214262,+AC0-94.896079,1
44.4688795,+AC0-71.1836547,1
44.4688795,+AC0-71.1836547,1
39.9206363,+AC0-78.9578022,2
42.976453,+AC0-88.1090391,1
46.8382351,7.6004502,1
32.8220876,+AC0-92.6579295,1
36.9094963,+AC0-89.4525775,1
41.0602024,+AC0-76.2461259,4
41.8505874,+AC0-87.7936685,3
38.9951101,+AC0-76.9263631,1
33.4017766,+AC0-86.954437,3
9.012685,+AC0-79.5292065198,1
35.5186728,+AC0-97.6322648,1
40.205627,+AC0-80.5567384,1
38.9636771,+AC0-84.0807664,1
43.833536,+AC0-72.634048,2
38.9819845,+AC0-77.1242668102,3
40.6178915,+AC0-75.3786521,5
36.4817111,+AC0-86.3119346,1
41.2464423,+AC0-83.2357552,1
41.7181532,+AC0-87.6717674,1
42.5584284,+AC0-70.8800491,5
40.0653889,+AC0-74.9190558,2
38.87199,+AC0-88.4461578,1
43.4925843,+AC0-70.4533844,1
38.9186892,+AC0-82.2990401,1
42.5628123,+AC0-83.1240947,1
42.8814034,+AC0-88.2067573,1
36.5378651,+AC0-95.221358,1
43.698078,+AC0-85.483656,1
38.20590055,+AC0-90.7140483698,1
36.5806054,+AC0-87.7600191,1
45.7874957,+AC0-108.49607,4
30.374673,+AC0-88.8459433348,7
35.5581686,+AC0-82.5334571,1
42.0987125,+AC0-75.9125262,11
33.5206824,+AC0-86.8024326,68
33.5206824,+AC0-86.8024326,3
40.1753477,+AC0-81.4373375,2
33.2723341,+AC0-95.5649546,1
41.2017036,+AC0-90.1190054,1
37.363679,+AC0-118.3952405,1
35.9420431,+AC0-95.8833235,1
44.2952152,+AC0-90.8484137,2
36.1084031,+AC0-91.0973473,1
40.902496,+AC0-77.833451,1
43.190039,+AC0-112.348357,1
42.0178352,+AC0-71.5411133,2
36.8044767,+AC0-97.2828207,1
39.799232,+AC0-75.0641698821,1
+AC0-35.0223835,138.6128068,1
40.0678497,+AC0-80.8173092,2
41.5444379,+AC0-96.1250151,1
34.7795085,+AC0-99.3353636,1
36.6798596,+AC0-79.3730788,1
41.4809138,+AC0-75.5946319,1
34.7512088,+AC0-95.7744324,1
30.2419274,+AC0-98.4004594,1
40.6870075,+AC0-78.4108512,1
40.7376761,+AC0-74.0040101,1
33.1181748,+AC0-87.1249954,2
40.7516884,+AC0-92.4149074,1
40.806767,+AC0-74.1854226,3
41.250859,+AC0-76.181298,1
41.9575285,+AC0-88.0809036,2
40.4797828,+AC0-88.9939147,7
43.878887,+AC0-85.801504,1
39.1670396,+AC0-86.5342881,1
41.0044958,+AC0-76.4537302,4
33.6306607,+AC0-86.9466618,1
38.7777118,+AC0-83.3305481,1
41.6572753,+AC0-87.6801848,6
43.1878709,+AC0-90.567457,1
40.1018118,+AC0-76.0673379,1
12.023855,+AC0-83.7639091805,1
29.848388,+AC0-95.639718,1
34.9053717,+AC0-93.6007494,1
34.575379,+AC0-82.580742,3
40.8934459,+AC0-83.8917849,1
33.6134767,+AC0-114.5937537,1
40.77631425,+AC0-77.7830150889,1
34.2006503,+AC0-86.1663655,1
10.2706899,+AC0-69.4738454,1
9.2396894,+AC0-71.1734097,2
37.626464,+AC0-93.413616,1
18.4570748,+AC0-69.6148700349,2
18.4547742544,+AC0-69.2065075215,1
9.3040623,+AC0-82.1284815498,2
30.7910204,+AC0-89.8486858,2
40.8762106,+AC0-74.0298621,1
43.6166163,+AC0-116.200886,5
35.493489,+AC0-96.4836113,2
8.1080955,+AC0-63.551078,1
33.659834,+AC0-91.0531635,1
6.333333,+AC0-63.5,1
22.762315,+AC0-81.4467334,1
41.7689878,+AC0-72.4334173,1
34.3207243,+AC0-78.4019497,1
18.9383504,+AC0-70.405431,18
38.4475492,+AC0-87.9958669,1
33.5822077,+AC0-96.1785028,6
33.7589926,+AC0-97.5944703,1
37.9247678,+AC0-90.5510587,2
48.6912792,+AC0-116.3161408,1
40.392915,+AC0-80.512171,1
42.0171798,+AC0-93.9254114,2
36.216795,+AC0-81.6745517,2
35.140093,+AC0-93.9215909,2
35.275349,+AC0-86.465026,1
34.6580327,+AC0-88.5666451,1
39.5061332,+AC0-77.652425,1
40.9025989,+AC0-74.4070971,2
8.74095755,+AC0-82.3854942137,1
41.89101,+AC0-71.363739,1
43.1344278,+AC0-90.7054009,1
32.5369356,+AC0-93.6952689,1
42.3602534,+AC0-71.0582912,96
40.3120141,+AC0-79.8231024,1
39.469745,+AC0-93.3346524,1
42.8892358,+AC0-75.5512901,1
40.0149856,+AC0-105.270545,1
40.5684363,+AC0-74.5384889,2
48.5617742,+AC0-122.3982194,1
44.009145,+AC0-69.8982276,1
40.3734026,+AC0-80.0936663,1
33.4198886,+AC0-94.4479626,1
36.9903199,+AC0-86.4436018,7
41.3747744,+AC0-83.6513229,3
40.1662024,+AC0-76.9780315,1
42.67774685,+AC0-71.0012746415,1
32.3781983,+AC0-96.7377716,1
45.0435742,+AC0-92.0410145,1
26.5256179,+AC0-80.0666026,6
41.2269765,+AC0-88.2647833,1
40.4034024,+AC0-79.8683824,1
27.4989278,+AC0-82.5748194,9
40.3214588,+AC0-79.3400359,1
29.9715087,+AC0-82.1608653,2
40.1321489,+AC0-84.4308181,2
44.114936,+AC0-79.587821,1
41.9558963,+AC0-78.6439164,2
37.8017706,+AC0-82.0317928,1
41.159501,+AC0-81.317051,1
40.99678,+AC0-79.629196,1
46.3580221,+AC0-94.2008288,1
42.2064195,+AC0-71.005067,1
27.928464,+AC0-82.2880507721,1
49.851114,+AC0-99.960892,1
32.2731475,+AC0-89.9868058,2
32.0457094,+AC0-96.9605554,1
38.69824625,+AC0-76.8508051306,1
38.6248402,+AC0-79.2447608,1
41.2795414,+AC0-72.8150989,2
42.5883898,+AC0-79.0175284,1
43.141078,+AC0-80.266113,1
42.8507588,+AC0-72.5572913,3
33.018515,+AC0-115.5159425083,6
46.265205,+AC0-96.581626,1
39.7622337,+AC0-93.8043822,1
38.616157,+AC0-89.5258851415,3
33.7208676,+AC0-85.1456929,1
39.7017328,+AC0-82.4268216,1
47.5653663,+AC0-122.6246836,6
31.1661929,+AC0-96.6760147,1
30.875511,+AC0-97.408577,1
30.1668828,+AC0-96.3977442,6
40.7856853,+AC0-73.2484545004,1
36.0325687,+AC0-86.7825235,1
35.2334472,+AC0-82.7342919,2
12.1553646708,+AC0-68.9010395618,1
41.3973335,+AC0-73.6171915,1
48.0959784,+AC0-119.7806166,1
40.9378088,+AC0-72.3008997,1
41.1847223,+AC0-73.1867205318,24
41.8379385,+AC0-87.651028,1
41.1847223,+AC0-73.1867205318,1
39.8006084,+AC0-75.3512313,1
40.0697947,+AC0-80.7400827,3
33.572164,+AC0-117.649465,1
38.7566055,+AC0-90.42352,1
39.427337,+AC0-75.2340768,1
39.1613707,+AC0-84.6351482904,1
41.7500323,+AC0-87.8042216,1
41.9903787,+AC0-70.9750426,1
43.551649,+AC0-97.507566,1
41.9903787,+AC0-70.9750426,1
44.055025,+AC0-70.713501,1
30.8887692,+AC0-97.9258138,1
41.1747394,+AC0-91.8196149,1
39.039773,+AC0-90.1410023,2
39.9788868,+AC0-104.817494,4
41.09565745,+AC0-81.3541251538,1
+AC0-27.4689682,153.0234991,2
36.5959685,+AC0-82.1885009,5
36.5959685,+AC0-82.1885009,1
40.1229002,+AC0-74.8644705768,5
36.5959685,+AC0-82.1885009,1
36.5945034,+AC0-82.1885212,4
36.5959685,+AC0-82.1885009,2
45.791619,+AC0-97.750937,1
36.9273371,+AC0-81.6726164,1
40.3411693,+AC0-83.412145,1
43.213671,+AC0-77.93918,2
42.0834335,+AC0-71.0183787,11
44.589593,+AC0-75.684333,1
45.0271904,+AC0-89.6531787,1
34.0292764,+AC0-94.7391045,1
40.8466508,+AC0-73.8785937,30
40.9381544,+AC0-73.8320784,2
41.8228378,+AC0-87.848085,1
39.7844687,+AC0-93.0735348,1
43.0605671,+AC0-88.1064787,1
44.311461,+AC0-96.79844,1
42.3317642,+AC0-71.1211635,7
39.2340834,+AC0-76.6033433,1
40.6501038,+AC0-73.9495823,242
37.0501416,+AC0-78.9441801,1
28.5552719,+AC0-82.3878709,3
38.6825719,+AC0-84.0657632,1
33.2345685,+AC0-88.5822673,1
41.1611747,+AC0-79.0830924,1
46.0852616,+AC0-94.8671751,1
40.302593,+AC0-75.7815833,1
38.639821,+AC0-99.7450235823,1
41.3889336,+AC0-82.2826588,1
36.2126351,+AC0-79.7136413,1
40.1237069,+AC0-76.2138423,1
38.0414351,+AC0-88.244763,1
40.0236854,+AC0-79.8839357,1
35.5939671,+AC0-89.262291,1
25.9140256,+AC0-97.4890856,1
31.7070026,+AC0-98.9831022,4
43.9145244,+AC0-69.9653278,5
43.9145244,+AC0-69.9653278,3
39.4233577,+AC0-93.1304782,1
45.7301923,+AC0-122.551327,1
41.4747732,+AC0-84.5524508,8
30.6743643,+AC0-96.3699632,7
34.5959265,+AC0-92.4890469,1
38.5551208,+AC0-76.8419136,1
40.0198335,+AC0-75.3046299,6
35.4309291,+AC0-83.447381,1
39.6733203,+AC0-94.794829,1
39.4635221,+AC0-82.179347819,2
39.7664779,+AC0-78.2830669,1
40.5969794,+AC0-88.0380959,1
33.3584581,+AC0-93.4360073,1
34.6106478,+AC0-93.3451887,1
40.8083909,+AC0-82.9754649,2
41.3261476,+AC0-89.6789874,1
30.082475,+AC0-97.8417144,1
42.7445814,+AC0-95.1127525,2
40.2772922,+AC0-79.7992124,1
32.9462361,+AC0-85.4018929,1
37.7097669,+AC0-95.6974822,1
40.8421618,+AC0-99.0845451,1
42.8867166,+AC0-78.8783922,67
34.1206564,+AC0-84.0043513,2
35.4123325,+AC0-78.7366505961,1
32.1403019,+AC0-95.3221898,1
35.6292222,+AC0-82.5255603,1
37.4588615,+AC0-91.2095933696,1
34.1816482,+AC0-118.3258554,17
36.6950404,+AC0-96.7319764,1
40.1475004,+AC0-96.3502917,1
40.3820133,+AC0-80.3928423,1
30.4764878,+AC0-96.6353488,1
42.5357428,+AC0-113.7927948,1
37.5841026,+AC0-122.3660825,2
42.7453504,+AC0-75.1829401,1
40.8075391,+AC0-91.1129234,6
38.1944667,+AC0-95.7427641,1
36.0956918,+AC0-79.4377991,2
40.0712218,+AC0-74.8648859,4
43.324892,+AC0-79.796684,1
31.014893,+AC0-96.9969097,1
44.4761601,+AC0-73.212906,2
42.6780758,+AC0-88.27619,2
39.9358264,+AC0-75.2801044,1
49.22169795,+AC0-122.9894937919,2
30.7763939,+AC0-98.1700016,2
40.750684,+AC0-86.601701,1
41.638924,+AC0-87.5567108,1
35.3489398,+AC0-99.1703617,1
36.0533943,+AC0-87.3125104,1
35.9172243,+AC0-82.2996695,2
53.02596595,+AC0-2.194252919,1
42.9897333,+AC0-83.6335032,1
35.1157823,129.04265,3
40.5511655,+AC0-90.5098448,1
32.0895908,+AC0-88.2219652,2
40.334268,+AC0-79.669031,1
38.7864569,+AC0-84.3696594,1
36.7151346,+AC0-90.4146358,1
40.8610205,+AC0-79.8952251,6
39.6519275,+AC0-121.5858444,1
50.4340422,8.6711184,1
34.8611959,+AC0-96.6655688,1
35.7740346,+AC0-79.1422354,1
32.2021071,+AC0-83.9085132,1
