"City","State","Country","debutYear","freq","lat","long","cm_debut","rank2"
"Hilo"," HI"," USA",2019,1,19.7073734,-155.0815803,4,89.5
"Hilo"," HI"," USA",2013,1,19.7073734,-155.0815803,3,51
"Hilo"," HI"," USA",2000,1,19.7073734,-155.0815803,2,42
"Hilo"," HI"," USA",1999,1,19.7073734,-155.0815803,1,15
"Kula"," HI"," USA",2010,1,20.792026,-156.3237119,1,13
"Wailuku"," HI"," USA",2007,1,20.8894684,-156.50893979,2,37.5
"Wailuku"," HI"," USA",2003,1,20.8894684,-156.50893979,1,13
"Honolulu"," HI"," USA",2019,1,21.304547,-157.855676,25,138.5
"Honolulu"," HI"," USA",2018,1,21.304547,-157.855676,24,133.5
"Honolulu"," HI"," USA",2015,1,21.304547,-157.855676,23,134
"Honolulu"," HI"," USA",2007,1,21.304547,-157.855676,22,120
"Honolulu"," HI"," USA",2006,2,21.304547,-157.855676,21,106
"Honolulu"," HI"," USA",2003,2,21.304547,-157.855676,19,98.5
"Honolulu"," HI"," USA",2002,1,21.304547,-157.855676,17,110.5
"Honolulu"," HI"," USA",2000,1,21.304547,-157.855676,16,111
"Honolulu"," HI"," USA",1998,1,21.304547,-157.855676,15,119.5
"Honolulu"," HI"," USA",1989,1,21.304547,-157.855676,14,101.5
"Honolulu"," HI"," USA",1988,1,21.304547,-157.855676,13,86
"Honolulu"," HI"," USA",1987,1,21.304547,-157.855676,12,98.5
"Honolulu"," HI"," USA",1985,1,21.304547,-157.855676,11,71.5
"Honolulu"," HI"," USA",1983,2,21.304547,-157.855676,10,101
"Honolulu"," HI"," USA",1980,1,21.304547,-157.855676,8,86
"Honolulu"," HI"," USA",1977,2,21.304547,-157.855676,7,99.5
"Honolulu"," HI"," USA",1976,1,21.304547,-157.855676,5,60.5
"Honolulu"," HI"," USA",1975,1,21.304547,-157.855676,4,78
"Honolulu"," HI"," USA",1970,3,21.304547,-157.855676,3,102.5
"Kailua"," HI"," USA",2008,1,21.394833,-157.7298913466,2,35
"Kailua"," HI"," USA",2005,1,21.394833,-157.7298913466,1,14
"Pearl City"," HI"," USA",2019,1,21.4001231,-157.969428,1,27
"Kaneohe"," HI"," USA",1982,1,21.4055,-157.7960716072,1,29
"Mililani"," HI"," USA",2016,1,21.4508308,-158.0095783,1,21
"Lihue"," HI"," USA",2014,1,21.9769622,-159.3687721,3,55.5
"Lihue"," HI"," USA",2004,1,21.9769622,-159.3687721,2,31.5
"Lihue-Kauai"," HI"," USA",1992,1,21.9769622,-159.3687721,1,16.5
"Kahaku"," HI"," USA",2017,1,22.2138295,-159.4727802,1,18.5
"Key West"," FL"," USA",2000,1,24.5625566,-81.7724368,5,76
"Key West"," FL"," USA",1998,1,24.5625566,-81.7724368,4,76.5
"Key West"," FL"," USA",1992,1,24.5625566,-81.7724368,3,62
"Key West"," FL"," USA",1974,1,24.5625566,-81.7724368,2,77
"Key West"," FL"," USA",1973,1,24.5625566,-81.7724368,1,35.5
"Homestead"," FL"," USA",2007,1,25.4718946,-80.4759905,2,37.5
"Homestead"," FL"," USA",1996,1,25.4718946,-80.4759905,1,21.5
"South Miami"," FL"," USA",2011,1,25.7076017,-80.2933846,1,13.5
"Coral Gables"," FL"," USA",2001,1,25.72149,-80.2683838,4,62
"Coral Gables"," FL"," USA",1999,1,25.72149,-80.2683838,3,58.5
"Coral Gables"," FL"," USA",1994,1,25.72149,-80.2683838,2,25
"Coral Gables"," FL"," USA",1980,1,25.72149,-80.2683838,1,20
"Miami"," FL"," USA",2020,1,25.7741728,-80.19362,58,126
"Miami"," FL"," USA",2019,1,25.7741728,-80.19362,57,154
"Miami"," FL"," USA",2018,2,25.7741728,-80.19362,56,146
"Miami"," FL"," USA",2016,2,25.7741728,-80.19362,54,149
"Miami"," FL"," USA",2015,3,25.7741728,-80.19362,52,145
"Miami"," FL"," USA",2014,1,25.7741728,-80.19362,49,134.5
"Miami"," FL"," USA",2013,1,25.7741728,-80.19362,48,138.5
"Miami"," FL"," USA",2012,5,25.7741728,-80.19362,47,122
"Miami"," FL"," USA",2011,4,25.7741728,-80.19362,42,137
"Miami"," FL"," USA",2010,3,25.7741728,-80.19362,38,121
"Miami"," FL"," USA",2009,1,25.7741728,-80.19362,35,127
"Miami"," FL"," USA",2008,3,25.7741728,-80.19362,34,131
"Miami"," FL"," USA",2006,1,25.7741728,-80.19362,31,113
"Miami"," FL"," USA",2005,1,25.7741728,-80.19362,30,118
"Miami"," FL"," USA",2004,4,25.7741728,-80.19362,29,114
"Miami"," FL"," USA",2003,1,25.7741728,-80.19362,25,104
"Miami"," FL"," USA",2001,1,25.7741728,-80.19362,24,114
"Miami"," FL"," USA",2000,1,25.7741728,-80.19362,23,117
"Miami"," FL"," USA",1999,1,25.7741728,-80.19362,22,121
"Miami"," FL"," USA",1997,1,25.7741728,-80.19362,21,94.5
"Miami"," FL"," USA",1996,1,25.7741728,-80.19362,20,110
"Miami"," FL"," USA",1995,1,25.7741728,-80.19362,19,147
"Miami"," FL"," USA",1994,3,25.7741728,-80.19362,18,66.5
"Miami"," FL"," USA",1993,1,25.7741728,-80.19362,15,118
"Miami"," FL"," USA",1989,1,25.7741728,-80.19362,14,101.5
"Miami"," FL"," USA",1988,1,25.7741728,-80.19362,13,86
"Miami"," FL"," USA",1985,1,25.7741728,-80.19362,12,75
"Miami"," FL"," USA",1984,1,25.7741728,-80.19362,11,81
"Miami"," FL"," USA",1983,2,25.7741728,-80.19362,10,101
"Miami"," FL"," USA",1980,2,25.7741728,-80.19362,8,86
"Miami"," FL"," USA",1979,1,25.7741728,-80.19362,6,74
"Miami"," FL"," USA",1978,1,25.7741728,-80.19362,5,89.5
"Miami"," FL"," USA",1976,1,25.7741728,-80.19362,4,57
"Miami"," FL"," USA",1972,2,25.7741728,-80.19362,3,78.5
"Miami"," FL"," USA",1970,1,25.7741728,-80.19362,1,44
"Miami Beach"," FL"," USA",2016,1,25.7929198,-80.1353006,7,93
"Miami Beach"," FL"," USA",2013,1,25.7929198,-80.1353006,6,83
"Miami Beach"," FL"," USA",2012,1,25.7929198,-80.1353006,5,63.5
"Miami Beach"," FL"," USA",1996,1,25.7929198,-80.1353006,4,68
"Miami Beach"," FL"," USA",1990,1,25.7929198,-80.1353006,3,58.5
"Miami Beach"," FL"," USA",1974,1,25.7929198,-80.1353006,2,77
"Miami Beach"," FL"," USA",1971,1,25.7929198,-80.1353006,1,32.5
"Hialeah"," FL"," USA",2018,1,25.8575963,-80.2781057,10,108.5
"Hialeah"," FL"," USA",2016,1,25.8575963,-80.2781057,9,106
"Hialeah"," FL"," USA",2015,1,25.8575963,-80.2781057,8,100.5
"Hialeah"," FL"," USA",2012,1,25.8575963,-80.2781057,7,80
"Hialeah"," FL"," USA",2009,1,25.8575963,-80.2781057,6,83
"Hialeah"," FL"," USA",2008,1,25.8575963,-80.2781057,5,76.5
"Hialeah"," FL"," USA",1996,1,25.8575963,-80.2781057,4,68
"Hialeah"," FL"," USA",1995,1,25.8575963,-80.2781057,3,79
"Hialeah"," FL"," USA",1987,1,25.8575963,-80.2781057,2,53
"Hialeah"," FL"," USA",1983,1,25.8575963,-80.2781057,1,23
"North Miami"," FL"," USA",2002,1,25.8900949,-80.1867138,1,15
"Miami Lakes"," FL"," USA",2012,1,25.9087056,-80.3086619,2,35.5
"Miami Lakes"," FL"," USA",1995,1,25.9087056,-80.3086619,1,21.5
"Pembroke Pines"," FL"," USA",2019,1,26.0031465,-80.223937,5,100
"Pembroke Pines"," FL"," USA",2018,2,26.0031465,-80.223937,4,73.5
"Pembroke Pines"," FL"," USA",2011,1,26.0031465,-80.223937,2,38
"Pembroke Pines"," FL"," USA",2005,1,26.0031465,-80.223937,1,14
"Hollywood"," FL"," USA",2018,1,26.0112014,-80.1494901,8,95.5
"Hollywood"," FL"," USA",2016,1,26.0112014,-80.1494901,7,93
"Hollywood"," FL"," USA",2015,1,26.0112014,-80.1494901,6,88
"Hollywood"," FL"," USA",2011,1,26.0112014,-80.1494901,5,77
"Hollywood"," FL"," USA",2006,2,26.0112014,-80.1494901,4,61
"Hollywood"," FL"," USA",1989,1,26.0112014,-80.1494901,2,51.5
"Hollywood"," FL"," USA",1985,1,26.0112014,-80.1494901,1,16
"Davie"," FL"," USA",2013,1,26.0628665,-80.2331038,1,16.5
"Fort Lauderdale"," FL"," USA",2017,2,26.1223084,-80.1433786,22,123.5
"Fort Lauderdale"," FL"," USA",2015,1,26.1223084,-80.1433786,20,130
"Fort Lauderdale"," FL"," USA",2014,1,26.1223084,-80.1433786,19,118
"Fort Lauderdale"," FL"," USA",2013,1,26.1223084,-80.1433786,18,122.5
"Fort Lauderdale"," FL"," USA",2012,2,26.1223084,-80.1433786,17,104
"Fort Lauderdale"," FL"," USA",2011,1,26.1223084,-80.1433786,15,112.5
"Fort Lauderdale"," FL"," USA",2009,1,26.1223084,-80.1433786,14,112
"Fort Lauderdale"," FL"," USA",2007,2,26.1223084,-80.1433786,13,102.5
"Fort Lauderdale"," FL"," USA",2006,1,26.1223084,-80.1433786,11,91
"Fort Lauderdale"," FL"," USA",2005,4,26.1223084,-80.1433786,10,91.5
"Fort Lauderdale"," FL"," USA",2002,1,26.1223084,-80.1433786,6,77.5
"Fort Lauderdale"," FL"," USA",2001,1,26.1223084,-80.1433786,5,74
"Fort Lauderdale"," FL"," USA",2000,1,26.1223084,-80.1433786,4,67.5
"Fort Lauderdale"," FL"," USA",1993,1,26.1223084,-80.1433786,3,68.5
"Fort Lauderdale"," FL"," USA",1986,1,26.1223084,-80.1433786,2,48
"Fort Lauderdale"," FL"," USA",1983,1,26.1223084,-80.1433786,1,23
"Plantation"," FL"," USA",2018,1,26.1275862,-80.2331036,4,73.5
"Plantation"," FL"," USA",2009,1,26.1275862,-80.2331036,3,55
"Plantation"," FL"," USA",2003,1,26.1275862,-80.2331036,2,33
"Plantation"," FL"," USA",1994,1,26.1275862,-80.2331036,1,10
"San Benito"," TX"," USA",2000,1,26.1326237,-97.630791,1,15.5
"Naples"," FL"," USA",2009,1,26.1421976,-81.7942944,2,40.5
"Naples"," FL"," USA",2005,1,26.1421976,-81.7942944,1,14
"Harlingen"," TX"," USA",2004,1,26.1908241,-97.6959794,1,12
"McAllen"," TX"," USA",2019,1,26.2043691,-98.230082,3,76.5
"McAllen"," TX"," USA",2004,1,26.2043691,-98.230082,2,31.5
"McAllen"," TX"," USA",1989,1,26.2043691,-98.230082,1,19
"Pompano Beach"," FL"," USA",1972,1,26.2378597,-80.1247667,1,30.5
"Margate"," FL"," USA",2015,1,26.2445263,-80.206436,2,48.5
"Margate"," FL"," USA",2013,1,26.2445263,-80.206436,1,16.5
"Coral Springs"," FL"," USA",2019,1,26.271192,-80.2706044,2,61.5
"Coral Springs"," FL"," USA",2013,1,26.271192,-80.2706044,1,16.5
"Edinburg"," TX"," USA",2012,1,26.3013982,-98.1624501,1,14
"Parkland"," FL"," USA",2011,1,26.3100794,-80.23727,1,13.5
"Delray Beach"," FL"," USA",2015,1,26.4614625,-80.0728201,1,21
"Boynton Beach"," FL"," USA",2018,1,26.5256179,-80.0666026,6,88.5
"Boynton Beach"," FL"," USA",2015,1,26.5256179,-80.0666026,5,82
"Boynton Beach"," FL"," USA",2002,1,26.5256179,-80.0666026,4,63
"Boynton Beach"," FL"," USA",1995,1,26.5256179,-80.0666026,3,79
"Boynton Beach"," FL"," USA",1994,1,26.5256179,-80.0666026,2,25
"Boynton Beach"," FL"," USA",1974,1,26.5256179,-80.0666026,1,34.5
"Cape Coral"," FL"," USA",2013,1,26.6059432,-81.9806771,1,16.5
"Lake Worth"," FL"," USA",1998,1,26.615891,-80.0691435,1,18.5
"Palm Beach"," FL"," USA",2011,2,26.6279798,-80.4494174,5,77
"Palm Beach"," FL"," USA",2003,1,26.6279798,-80.4494174,3,48
"Palm Beach"," FL"," USA",2001,1,26.6279798,-80.4494174,2,35
"Palm Beach"," FL"," USA",1982,1,26.6279798,-80.4494174,1,29
"Fort Myers"," FL"," USA",2015,1,26.640628,-81.8723084,6,88
"Fort Myers"," FL"," USA",2011,1,26.640628,-81.8723084,5,77
"Fort Myers"," FL"," USA",2010,1,26.640628,-81.8723084,4,54
"Fort Myers"," FL"," USA",2007,1,26.640628,-81.8723084,3,51
"Fort Myers"," FL"," USA",2002,1,26.640628,-81.8723084,2,36
"Fort Myers"," FL"," USA",1989,1,26.640628,-81.8723084,1,19
"West Palm Beach"," FL"," USA",2019,1,26.715364,-80.0532942,19,127.5
"West Palm Beach"," FL"," USA",2018,1,26.715364,-80.0532942,18,121.5
"West Palm Beach"," FL"," USA",2016,1,26.715364,-80.0532942,17,126.5
"West Palm Beach"," FL"," USA",2015,1,26.715364,-80.0532942,16,118
"West Palm Beach"," FL"," USA",2014,1,26.715364,-80.0532942,15,110.5
"West Palm Beach"," FL"," USA",2009,1,26.715364,-80.0532942,14,112
"West Palm Beach"," FL"," USA",2007,1,26.715364,-80.0532942,13,102.5
"West Palm Beach"," FL"," USA",2003,1,26.715364,-80.0532942,12,88
"West Palm Beach"," FL"," USA",1999,1,26.715364,-80.0532942,11,107
"West Palm Beach"," FL"," USA",1996,1,26.715364,-80.0532942,10,93
"West Palm Beach"," FL"," USA",1995,2,26.715364,-80.0532942,9,129.5
"West Palm Beach"," FL"," USA",1990,1,26.715364,-80.0532942,7,85
"West Palm Beach"," FL"," USA",1988,1,26.715364,-80.0532942,6,73
"West Palm Beach"," FL"," USA",1987,1,26.715364,-80.0532942,5,76.5
"West Palm Beach"," FL"," USA",1986,1,26.715364,-80.0532942,4,78
"West Palm Beach"," FL"," USA",1984,1,26.715364,-80.0532942,3,48.5
"West Palm Beach"," FL"," USA",1981,1,26.715364,-80.0532942,2,51.5
"West Palm Beach"," FL"," USA",1971,1,26.715364,-80.0532942,1,32.5
"Palm Beach Gardens"," FL"," USA",2010,1,26.8233946,-80.1386547,4,54
"Palm Beach Gardens"," FL"," USA",2009,1,26.8233946,-80.1386547,3,55
"Palm Beach Gardens"," FL"," USA",2008,2,26.8233946,-80.1386547,2,35
"Punta Gorda"," FL"," USA",2019,1,26.9297836,-82.0453664,1,27
"Jupiter"," FL"," USA",2020,1,26.9342246,-80.0942087,2,51.5
"Jupiter"," FL"," USA",2012,1,26.9342246,-80.0942087,1,14
"Port Charlotte"," FL"," USA",2009,1,26.98242,-82.106887346,1,16
"Stuart"," VA"," USA",1995,1,27.197983,-80.2519175,4,95.5
"Stuart"," FL"," USA",2004,1,27.197983,-80.2519175,3,48.5
"Stuart"," FL"," USA",1991,1,27.197983,-80.2519175,2,50.5
"Stuart"," FL"," USA",1986,1,27.197983,-80.2519175,1,20
"Sarasota"," FL"," USA",2018,1,27.3364347,-82.5306527,15,118.5
"Sarasota"," FL"," USA",2017,1,27.3364347,-82.5306527,14,106
"Sarasota"," FL"," USA",2014,1,27.3364347,-82.5306527,13,104.5
"Sarasota"," FL"," USA",2013,1,27.3364347,-82.5306527,12,107
"Sarasota"," FL"," USA",2012,1,27.3364347,-82.5306527,11,93.5
"Sarasota"," FL"," USA",2010,1,27.3364347,-82.5306527,10,90.5
"Sarasota"," FL"," USA",2009,1,27.3364347,-82.5306527,9,100.5
"Sarasota"," FL"," USA",2008,1,27.3364347,-82.5306527,8,99
"Sarasota"," FL"," USA",2007,1,27.3364347,-82.5306527,7,82.5
"Sarasota"," FL"," USA",2005,1,27.3364347,-82.5306527,6,79.5
"Sarasota"," FL"," USA",2001,1,27.3364347,-82.5306527,5,74
"Sarasota"," FL"," USA",1992,1,27.3364347,-82.5306527,4,73
"Sarasota"," FL"," USA",1991,1,27.3364347,-82.5306527,3,68
"Sarasota"," FL"," USA",1980,1,27.3364347,-82.5306527,2,48.5
"Sarasota"," FL"," USA",1972,1,27.3364347,-82.5306527,1,30.5
"Fort Pierce"," FL"," USA",1999,1,27.4467056,-80.3256056,4,71
"Fort Pierce"," FL"," USA",1994,1,27.4467056,-80.3256056,3,36.5
"Fort Pierce"," FL"," USA",1993,1,27.4467056,-80.3256056,2,48.5
"Fort Pierce"," FL"," USA",1987,1,27.4467056,-80.3256056,1,23
"Sebring"," FL"," USA",1994,1,27.4957453,-81.4410425,3,36.5
"Sebring"," FL"," USA",1989,1,27.4957453,-81.4410425,2,51.5
"Sebring"," FL"," USA",1988,1,27.4957453,-81.4410425,1,17
"Bradenton"," FL"," USA",2017,1,27.4989278,-82.5748194,8,88
"Bradenton"," FL"," USA",2013,1,27.4989278,-82.5748194,7,91.5
"Bradenton"," FL"," USA",2012,1,27.4989278,-82.5748194,6,71.5
"Bradenton"," FL"," USA",2008,1,27.4989278,-82.5748194,5,76.5
"Bradenton"," FL"," USA",2006,1,27.4989278,-82.5748194,4,61
"Bradenton"," FL"," USA",2002,1,27.4989278,-82.5748194,3,50.5
"Bradenton"," FL"," USA",1999,1,27.4989278,-82.5748194,2,40.5
"Bradenton"," FL"," USA",1990,1,27.4989278,-82.5748194,1,19.5
"Manatee"," FL"," USA",1993,1,27.5213933,-82.3801566,1,19.5
"Palmetto"," FL"," USA",1977,1,27.5214269,-82.5723193,1,28
"Laredo"," TX"," USA",2020,2,27.5236998,-99.497352,3,67.5
"Laredo"," TX"," USA",1991,1,27.5236998,-99.497352,1,19.5
"Corpus Christi"," TX"," USA",2020,1,27.7477253,-97.4014129,12,99.5
"Corpus Christi"," TX"," USA",2018,1,27.7477253,-97.4014129,11,113
"Corpus Christi"," TX"," USA",2017,1,27.7477253,-97.4014129,10,96.5
"Corpus Christi"," TX"," USA",2014,1,27.7477253,-97.4014129,9,92
"Corpus Christi"," TX"," USA",2009,1,27.7477253,-97.4014129,8,96
"Corpus Christi"," TX"," USA",2008,1,27.7477253,-97.4014129,7,95.5
"Corpus Christi"," TX"," USA",2004,1,27.7477253,-97.4014129,6,78
"Corpus Christi"," TX"," USA",2003,1,27.7477253,-97.4014129,5,69
"Corpus Christi"," TX"," USA",2002,1,27.7477253,-97.4014129,4,63
"Corpus Christi"," TX"," USA",1999,1,27.7477253,-97.4014129,3,58.5
"Corpus Christi"," TX"," USA",1987,1,27.7477253,-97.4014129,2,53
"Corpus Christi"," TX"," USA",1985,1,27.7477253,-97.4014129,1,16
"Alice"," TX"," USA",1977,1,27.7522487,-98.0697249,3,75.5
"Alice"," TX"," USA",1976,1,27.7522487,-98.0697249,2,38
"Alice"," TX"," USA",1972,1,27.7522487,-98.0697249,1,30.5
"Fort Meade"," FL"," USA",2009,1,27.7522526,-81.8017491,1,16
"St. Petersburg"," FL"," USA",2020,1,27.7703796,-82.6695085,13,101.5
"St. Petersburg"," FL"," USA",2016,1,27.7703796,-82.6695085,12,117.5
"St. Petersburg"," FL"," USA",2015,1,27.7703796,-82.6695085,11,110
"St. Petersburg"," FL"," USA",2012,1,27.7703796,-82.6695085,10,92
"St. Petersburg"," FL"," USA",2006,2,27.7703796,-82.6695085,9,83
"St. Petersburg"," FL"," USA",2004,1,27.7703796,-82.6695085,7,80.5
"St. Petersburg"," FL"," USA",2003,1,27.7703796,-82.6695085,6,74
"St. Petersburg"," FL"," USA",2002,1,27.7703796,-82.6695085,5,71.5
"St. Petersburg"," FL"," USA",2001,1,27.7703796,-82.6695085,4,62
"St. Petersburg"," FL"," USA",1996,1,27.7703796,-82.6695085,3,57.5
"St. Petersburg"," FL"," USA",1989,1,27.7703796,-82.6695085,2,51.5
"St. Petersburg"," FL"," USA",1978,1,27.7703796,-82.6695085,1,23
"Robstown"," TX"," USA",1996,1,27.7903032,-97.6688843,1,21.5
"Sebastian"," FL"," USA",2009,1,27.816415,-80.4706078,1,16
"Pinellas Park"," FL"," USA",2007,1,27.8428025,-82.6995444,1,16
"Freer"," TX"," USA",1983,1,27.8781306,-98.6142095,1,23
"Bartow"," FL"," USA",1999,1,27.8963791,-81.8431567,1,15
"Lake Wales"," FL"," USA",2018,1,27.9014133,-81.5859099,2,47
"Lake Wales"," FL"," USA",2009,1,27.9014133,-81.5859099,1,16
"Brandon"," FL"," USA",2016,1,27.928464,-82.2880507721,1,21
"Tampa"," FL"," USA",2019,2,27.9477595,-82.458444,62,156
"Tampa"," FL"," USA",2018,3,27.9477595,-82.458444,60,148
"Tampa"," FL"," USA",2017,3,27.9477595,-82.458444,57,142
"Tampa"," FL"," USA",2015,4,27.9477595,-82.458444,54,146
"Tampa"," FL"," USA",2012,1,27.9477595,-82.458444,50,124
"Tampa"," FL"," USA",2011,2,27.9477595,-82.458444,49,140
"Tampa"," FL"," USA",2009,1,27.9477595,-82.458444,47,130.5
"Tampa"," FL"," USA",2008,3,27.9477595,-82.458444,46,136.5
"Tampa"," FL"," USA",2007,1,27.9477595,-82.458444,43,129
"Tampa"," FL"," USA",2005,2,27.9477595,-82.458444,42,121
"Tampa"," FL"," USA",2004,2,27.9477595,-82.458444,40,118.5
"Tampa"," FL"," USA",2002,3,27.9477595,-82.458444,38,122
"Tampa"," FL"," USA",2001,1,27.9477595,-82.458444,35,121.5
"Tampa"," FL"," USA",2000,1,27.9477595,-82.458444,34,124
"Tampa"," FL"," USA",1997,1,27.9477595,-82.458444,33,101.5
"Tampa"," FL"," USA",1995,2,27.9477595,-82.458444,32,157
"Tampa"," FL"," USA",1994,1,27.9477595,-82.458444,30,73.5
"Tampa"," FL"," USA",1993,1,27.9477595,-82.458444,29,128
"Tampa"," FL"," USA",1992,1,27.9477595,-82.458444,28,103.5
"Tampa"," FL"," USA",1991,3,27.9477595,-82.458444,27,121
"Tampa"," FL"," USA",1990,2,27.9477595,-82.458444,24,108
"Tampa"," FL"," USA",1988,3,27.9477595,-82.458444,22,96
"Tampa"," FL"," USA",1987,3,27.9477595,-82.458444,19,105
"Tampa"," FL"," USA",1986,2,27.9477595,-82.458444,16,112.5
"Tampa"," FL"," USA",1985,2,27.9477595,-82.458444,14,77
"Tampa"," FL"," USA",1984,1,27.9477595,-82.458444,12,82
"Tampa"," FL"," USA",1981,2,27.9477595,-82.458444,11,96.5
"Tampa"," FL"," USA",1980,2,27.9477595,-82.458444,9,89
"Tampa"," FL"," USA",1978,3,27.9477595,-82.458444,7,97
"Tampa"," FL"," USA",1977,1,27.9477595,-82.458444,4,86
"Tampa"," FL"," USA",1976,1,27.9477595,-82.458444,3,50
"Tampa"," FL"," USA",1974,1,27.9477595,-82.458444,2,77
"Tampa"," FL"," USA",1972,1,27.9477595,-82.458444,1,30.5
"Palm Bay"," FL"," USA",2014,1,27.9591862,-80.6717409757,1,18.5
"Clearwater"," FL"," USA",2016,1,27.9658533,-82.8001026,7,93
"Clearwater"," FL"," USA",2009,1,27.9658533,-82.8001026,6,83
"Clearwater"," FL"," USA",2005,1,27.9658533,-82.8001026,5,72
"Clearwater"," FL"," USA",2004,1,27.9658533,-82.8001026,4,62.5
"Clearwater"," FL"," USA",2003,1,27.9658533,-82.8001026,3,48
"Clearwater"," FL"," USA",2000,1,27.9658533,-82.8001026,2,42
"Clearwater"," FL"," USA",1982,1,27.9658533,-82.8001026,1,29
"Plant City"," FL"," USA",2000,1,28.01633,-82.1234803,1,15.5
"Dunedin"," FL"," USA",2018,1,28.0197404,-82.7717684,6,88.5
"Dunedin"," FL"," USA",2014,1,28.0197404,-82.7717684,5,71
"Dunedin"," FL"," USA",2008,1,28.0197404,-82.7717684,4,61.5
"Dunedin"," FL"," USA",2004,1,28.0197404,-82.7717684,3,48.5
"Dunedin"," FL"," USA",2000,1,28.0197404,-82.7717684,2,42
"Dunedin"," FL"," USA",1983,1,28.0197404,-82.7717684,1,23
"Winter Haven"," FL"," USA",2016,1,28.0222435,-81.7328568,8,99
"Winter Haven"," FL"," USA",2015,1,28.0222435,-81.7328568,7,94.5
"Winter Haven"," FL"," USA",2010,1,28.0222435,-81.7328568,6,75
"Winter Haven"," FL"," USA",2008,1,28.0222435,-81.7328568,5,76.5
"Winter Haven"," FL"," USA",2003,1,28.0222435,-81.7328568,4,61
"Winter Haven"," FL"," USA",2001,1,28.0222435,-81.7328568,3,48
"Winter Haven"," FL"," USA",1998,1,28.0222435,-81.7328568,2,50
"Winter Haven"," FL"," USA",1974,1,28.0222435,-81.7328568,1,34.5
"Lakeland"," FL"," USA",2017,1,28.0394654,-81.9498042,13,103.5
"Lakeland"," FL"," USA",2016,2,28.0394654,-81.9498042,12,117.5
"Lakeland"," FL"," USA",2015,3,28.0394654,-81.9498042,10,108
"Lakeland"," FL"," USA",2012,1,28.0394654,-81.9498042,7,80
"Lakeland"," FL"," USA",2010,1,28.0394654,-81.9498042,6,75
"Lakeland"," FL"," USA",2008,2,28.0394654,-81.9498042,5,76.5
"Lakeland"," FL"," USA",2007,1,28.0394654,-81.9498042,3,51
"Lakeland"," FL"," USA",1995,1,28.0394654,-81.9498042,2,56
"Lakeland"," FL"," USA",1990,1,28.0394654,-81.9498042,1,19.5
"Auburndale"," FL"," USA",2014,1,28.0652975,-81.7886906,1,18.5
"Melbourne"," FL"," USA",2019,1,28.106471,-80.6371513,3,76.5
"Melbourne"," FL"," USA",1992,1,28.106471,-80.6371513,2,44
"Melbourne"," FL"," USA",1977,1,28.106471,-80.6371513,1,28
"Satellite Beach"," FL"," USA",2002,1,28.1761233,-80.5900519,1,15
"Odessa"," FL"," USA",2020,1,28.183222,-82.5540279219,1,21
"Land O' Lakes"," FL"," USA",2014,1,28.2144905,-82.445592885,1,18.5
"Zephyrhills"," FL"," USA",2010,1,28.2336196,-82.1811947,1,13
"New Port Richey"," FL"," USA",2016,1,28.2441768,-82.7192671,2,49.5
"New Port Richey"," FL"," USA",2006,1,28.2441768,-82.7192671,1,14.5
"Merritt Island"," FL"," USA",2013,1,28.2662775,-80.6636984459,1,16.5
"Refugio"," TX"," USA",1981,1,28.3171012,-97.2394101,1,21.5
"Rockledge"," FL"," USA",2018,1,28.3201553,-80.736647,1,17
"Dade City"," FL"," USA",1988,1,28.3647248,-82.1959178,1,17
"Beeville"," TX"," USA",1991,1,28.4008319,-97.7483312,1,19.5
"Windermere"," FL"," USA",2011,1,28.4944695,-81.5345547,1,13.5
"Calhoun"," GA"," USA",2016,1,28.5031572,-96.6736551,1,21
"Orlando"," FL"," USA",2020,2,28.5421109,-81.3790304,25,111.5
"Orlando"," FL"," USA",2019,2,28.5421109,-81.3790304,23,132
"Orlando"," FL"," USA",2017,1,28.5421109,-81.3790304,21,120.5
"Orlando"," FL"," USA",2016,3,28.5421109,-81.3790304,20,131
"Orlando"," FL"," USA",2015,2,28.5421109,-81.3790304,17,121.5
"Orlando"," FL"," USA",2013,2,28.5421109,-81.3790304,15,113.5
"Orlando"," FL"," USA",2012,1,28.5421109,-81.3790304,13,96.5
"Orlando"," FL"," USA",2011,1,28.5421109,-81.3790304,12,102
"Orlando"," FL"," USA",2007,1,28.5421109,-81.3790304,11,95.5
"Orlando"," FL"," USA",2004,1,28.5421109,-81.3790304,10,90
"Orlando"," FL"," USA",2002,1,28.5421109,-81.3790304,9,91.5
"Orlando"," FL"," USA",1998,1,28.5421109,-81.3790304,8,99.5
"Orlando"," FL"," USA",1997,1,28.5421109,-81.3790304,7,84
"Orlando"," FL"," USA",1996,2,28.5421109,-81.3790304,6,77.5
"Orlando"," FL"," USA",1990,1,28.5421109,-81.3790304,4,67
"Orlando"," FL"," USA",1984,1,28.5421109,-81.3790304,3,48.5
"Orlando"," FL"," USA",1983,1,28.5421109,-81.3790304,2,61
"Orlando"," FL"," USA",1977,1,28.5421109,-81.3790304,1,28
"Clermont"," FL"," USA",2014,1,28.5494447,-81.7728543,1,18.5
"Brooksville"," FL"," USA",1993,1,28.5552719,-82.3878709,1,19.5
"Winter Garden"," FL"," USA",2018,1,28.5656649,-81.5856742,3,64
"Winter Garden"," FL"," USA",2017,1,28.5656649,-81.5856742,2,42.5
"Winter Garden"," FL"," USA",2015,1,28.5656649,-81.5856742,1,21
